Hourly measurement data supplied by UK-air on 04/05/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Bexley",,,,"London Bloomsbury",,,,"London Eltham",,,,"London Harlington",,,,"London Hillingdon",,"London Honor Oak Park",,,,"London Marylebone Road",,,,,,"London N. Kensington",,,,,,"London Teddington Bushy Park",,,,"London Westminster",
2020-10-01,11:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.696,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,7.4,V ugm-3 (TEOM FDMS),6.604,V ugm-3 (FIDAS),2.904,V ugm-3 (Ref.eq),,,7.1,V ugm-3 (FIDAS),3.349,V ugm-3 (Ref.eq),0.623826,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),0.148849,V mgm-3,6.45,V ugm-3 (FIDAS),2.807,V ugm-3 (Ref.eq),4.525,V ugm-3 (FIDAS),2.288,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2020-10-01,12:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),8.696,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,0.5,V ugm-3 (TEOM FDMS),9.692,V ugm-3 (FIDAS),4.108,V ugm-3 (Ref.eq),,,5.275,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),0.842859,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),0.119663,V mgm-3,6.275,V ugm-3 (FIDAS),2.665,V ugm-3 (Ref.eq),6.7,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-10-01,13:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),9.662,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,5.6,V ugm-3 (TEOM FDMS),24.21,V ugm-3 (FIDAS),4.619,V ugm-3 (Ref.eq),,,7.75,V ugm-3 (FIDAS),3.467,V ugm-3 (Ref.eq),0.593329,V mgm-3,No data,V ugm-3 (TEOM FDMS),8.5,V ugm-3 (TEOM FDMS),0.10507,V mgm-3,7.3,V ugm-3 (FIDAS),3.538,V ugm-3 (Ref.eq),7,V ugm-3 (FIDAS),3.255,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-10-01,14:00:00,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),11.594,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,7.9,V ugm-3 (TEOM FDMS),16.746,V ugm-3 (FIDAS),4.183,V ugm-3 (Ref.eq),,,6.95,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),0.67096,V mgm-3,No data,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),0.075884,V mgm-3,6.425,V ugm-3 (FIDAS),3.09,V ugm-3 (Ref.eq),7.2,V ugm-3 (FIDAS),3.349,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-10-01,15:00:00,7.2,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),8.696,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,3.8,V ugm-3 (TEOM FDMS),5.795,V ugm-3 (FIDAS),2.946,V ugm-3 (Ref.eq),,,7.05,V ugm-3 (FIDAS),3.538,V ugm-3 (Ref.eq),0.679278,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS),0.096314,V mgm-3,6.55,V ugm-3 (FIDAS),3.255,V ugm-3 (Ref.eq),6.65,V ugm-3 (FIDAS),3.325,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2020-10-01,16:00:00,5.45,V ugm-3 (FIDAS),3.16,V ugm-3 (Ref.eq),14.493,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,No data,V ugm-3 (TEOM FDMS),6.088,V ugm-3 (FIDAS),2.891,V ugm-3 (Ref.eq),,,7.45,V ugm-3 (FIDAS),3.797,V ugm-3 (Ref.eq),0.546195,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.3,V ugm-3 (TEOM FDMS),0.096314,V mgm-3,6.4,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),6.6,V ugm-3 (FIDAS),3.514,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2020-10-01,17:00:00,6.5,V ugm-3 (FIDAS),3.703,V ugm-3 (Ref.eq),4.831,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,5,V ugm-3 (TEOM FDMS),5.787,V ugm-3 (FIDAS),3.614,V ugm-3 (Ref.eq),,,7.275,V ugm-3 (FIDAS),3.892,V ugm-3 (Ref.eq),0.626599,V mgm-3,No data,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),0.10507,V mgm-3,5.875,V ugm-3 (FIDAS),3.443,V ugm-3 (Ref.eq),6.475,V ugm-3 (FIDAS),3.656,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2020-10-01,18:00:00,8.3,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),7.73,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,7.8,V ugm-3 (TEOM FDMS),7.235,V ugm-3 (FIDAS),4.746,V ugm-3 (Ref.eq),,,7.85,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),0.698685,V mgm-3,No data,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),0.14593,V mgm-3,6.425,V ugm-3 (FIDAS),3.939,V ugm-3 (Ref.eq),7.35,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-10-01,19:00:00,7.75,V ugm-3 (FIDAS),4.693,V ugm-3 (Ref.eq),11.594,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,7.8,V ugm-3 (TEOM FDMS),7.851,V ugm-3 (FIDAS),4.208,V ugm-3 (Ref.eq),,,10.7,V ugm-3 (FIDAS),5.637,V ugm-3 (Ref.eq),0.707004,V mgm-3,No data,V ugm-3 (TEOM FDMS),9.7,V ugm-3 (TEOM FDMS),0.151767,V mgm-3,8.35,V ugm-3 (FIDAS),4.835,V ugm-3 (Ref.eq),6.575,V ugm-3 (FIDAS),3.797,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-10-01,20:00:00,8.8,V ugm-3 (FIDAS),5.613,V ugm-3 (Ref.eq),14.493,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,3.7,V ugm-3 (TEOM FDMS),7.174,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),,,10.625,V ugm-3 (FIDAS),6.934,V ugm-3 (Ref.eq),0.501834,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),0.178035,V mgm-3,10.7,V ugm-3 (FIDAS),6.745,V ugm-3 (Ref.eq),7.6,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-10-01,21:00:00,10.3,V ugm-3 (FIDAS),6.863,V ugm-3 (Ref.eq),12.561,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,9.7,V ugm-3 (TEOM FDMS),7.679,V ugm-3 (FIDAS),4.378,V ugm-3 (Ref.eq),,,9.1,V ugm-3 (FIDAS),6.061,V ugm-3 (Ref.eq),0.399248,V mgm-3,No data,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),0.157605,V mgm-3,9.05,V ugm-3 (FIDAS),5.542,V ugm-3 (Ref.eq),7.075,V ugm-3 (FIDAS),4.41,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2020-10-01,22:00:00,6.45,V ugm-3 (FIDAS),3.514,V ugm-3 (Ref.eq),11.594,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,5.1,V ugm-3 (TEOM FDMS),6.259,V ugm-3 (FIDAS),3.737,V ugm-3 (Ref.eq),,,6.8,V ugm-3 (FIDAS),4.505,V ugm-3 (Ref.eq),0.343798,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),0.151767,V mgm-3,7.725,V ugm-3 (FIDAS),4.269,V ugm-3 (Ref.eq),5.5,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-10-01,23:00:00,6.525,V ugm-3 (FIDAS),3.42,V ugm-3 (Ref.eq),5.797,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,4.9,V ugm-3 (TEOM FDMS),4.181,V ugm-3 (FIDAS),2.683,V ugm-3 (Ref.eq),,,5.525,V ugm-3 (FIDAS),3.349,V ugm-3 (Ref.eq),0.291119,V mgm-3,No data,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),0.122582,V mgm-3,4.975,V ugm-3 (FIDAS),3.184,V ugm-3 (Ref.eq),4.975,V ugm-3 (FIDAS),3.349,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-10-01,24:00:00,5.775,V ugm-3 (FIDAS),3.255,V ugm-3 (Ref.eq),5.797,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,4,V ugm-3 (TEOM FDMS),4.904,V ugm-3 (FIDAS),2.984,V ugm-3 (Ref.eq),,,5.6,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),0.232895,V mgm-3,No data,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),0.128419,V mgm-3,4.45,V ugm-3 (FIDAS),2.972,V ugm-3 (Ref.eq),4.9,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2020-10-02,01:00:00,6.375,V ugm-3 (FIDAS),3.561,V ugm-3 (Ref.eq),4.831,V ugm-3 (Ref.eq),1,V ugm-3 (BAM),,,6,V ugm-3 (TEOM FDMS),5.13,V ugm-3 (FIDAS),3.026,V ugm-3 (Ref.eq),,,5.8,V ugm-3 (FIDAS),3.278,V ugm-3 (Ref.eq),0.269863,V mgm-3,No data,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),0.085642,V mgm-3,6.1,V ugm-3 (FIDAS),3.231,V ugm-3 (Ref.eq),5.575,V ugm-3 (FIDAS),3.278,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2020-10-02,02:00:00,8.45,V ugm-3 (FIDAS),4.009,V ugm-3 (Ref.eq),11.594,V ugm-3 (Ref.eq),2,V ugm-3 (BAM),,,4.4,V ugm-3 (TEOM FDMS),5.114,V ugm-3 (FIDAS),2.911,V ugm-3 (Ref.eq),,,6.725,V ugm-3 (FIDAS),3.703,V ugm-3 (Ref.eq),0.18114,V mgm-3,No data,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),0.066178,V mgm-3,6.925,V ugm-3 (FIDAS),3.561,V ugm-3 (Ref.eq),4.7,V ugm-3 (FIDAS),2.972,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2020-10-02,03:00:00,7.675,V ugm-3 (FIDAS),3.986,V ugm-3 (Ref.eq),12.561,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,4.3,V ugm-3 (TEOM FDMS),7.466,V ugm-3 (FIDAS),3.82,V ugm-3 (Ref.eq),,,8.4,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),0.15249,V mgm-3,No data,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),0.058393,V mgm-3,8.75,V ugm-3 (FIDAS),4.127,V ugm-3 (Ref.eq),7.45,V ugm-3 (FIDAS),4.033,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2020-10-02,04:00:00,10.05,V ugm-3 (FIDAS),4.599,V ugm-3 (Ref.eq),9.662,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,7.9,V ugm-3 (TEOM FDMS),7.462,V ugm-3 (FIDAS),3.662,V ugm-3 (Ref.eq),,,8.7,V ugm-3 (FIDAS),4.08,V ugm-3 (Ref.eq),0.155264,V mgm-3,No data,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),0.064232,V mgm-3,8.15,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),6.875,V ugm-3 (FIDAS),3.892,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-10-02,05:00:00,10.2,V ugm-3 (FIDAS),4.599,V ugm-3 (Ref.eq),10.628,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,7.3,V ugm-3 (TEOM FDMS),6.779,V ugm-3 (FIDAS),3.688,V ugm-3 (Ref.eq),,,7.875,V ugm-3 (FIDAS),4.269,V ugm-3 (Ref.eq),0.219033,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS),0.08175,V mgm-3,8.075,V ugm-3 (FIDAS),4.104,V ugm-3 (Ref.eq),6.375,V ugm-3 (FIDAS),3.75,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2020-10-02,06:00:00,8.4,V ugm-3 (FIDAS),4.575,V ugm-3 (Ref.eq),14.493,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,4.8,V ugm-3 (TEOM FDMS),5.315,V ugm-3 (FIDAS),3.2,V ugm-3 (Ref.eq),,,6.275,V ugm-3 (FIDAS),3.844,V ugm-3 (Ref.eq),0.235668,V mgm-3,No data,V ugm-3 (TEOM FDMS),2.1,V ugm-3 (TEOM FDMS),0.084669,V mgm-3,6.7,V ugm-3 (FIDAS),3.75,V ugm-3 (Ref.eq),5.45,V ugm-3 (FIDAS),3.325,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2020-10-02,07:00:00,9.225,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),9.662,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,7.1,V ugm-3 (TEOM FDMS),5.193,V ugm-3 (FIDAS),2.943,V ugm-3 (Ref.eq),,,6,V ugm-3 (FIDAS),3.514,V ugm-3 (Ref.eq),0.268938,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS),0.105106,V mgm-3,5.7,V ugm-3 (FIDAS),3.514,V ugm-3 (Ref.eq),4.35,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),4,V ugm-3 (BAM)
2020-10-02,08:00:00,10.2,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),11.594,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,2.6,V ugm-3 (TEOM FDMS),6.525,V ugm-3 (FIDAS),3.31,V ugm-3 (Ref.eq),,,8.525,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),0.280029,V mgm-3,No data,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),0.145981,V mgm-3,7.25,V ugm-3 (FIDAS),4.08,V ugm-3 (Ref.eq),4.925,V ugm-3 (FIDAS),3.09,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-10-02,09:00:00,10.15,V ugm-3 (FIDAS),5.071,V ugm-3 (Ref.eq),13.527,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,4.6,V ugm-3 (TEOM FDMS),5.849,V ugm-3 (FIDAS),3.097,V ugm-3 (Ref.eq),,,8.025,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),0.174672,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),0.105106,V mgm-3,6.725,V ugm-3 (FIDAS),3.609,V ugm-3 (Ref.eq),5.3,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2020-10-02,10:00:00,8.375,V ugm-3 (FIDAS),4.552,V ugm-3 (Ref.eq),10.628,V ugm-3 (Ref.eq),2,V ugm-3 (BAM),,,3.3,V ugm-3 (TEOM FDMS),5.586,V ugm-3 (FIDAS),3.005,V ugm-3 (Ref.eq),,,7.375,V ugm-3 (FIDAS),3.915,V ugm-3 (Ref.eq),0.180217,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS),0.102186,V mgm-3,6.275,V ugm-3 (FIDAS),3.467,V ugm-3 (Ref.eq),4.8,V ugm-3 (FIDAS),2.972,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2020-10-02,11:00:00,6.4,V ugm-3 (FIDAS),3.726,V ugm-3 (Ref.eq),7.73,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,3.4,V ugm-3 (TEOM FDMS),5.021,V ugm-3 (FIDAS),2.604,V ugm-3 (Ref.eq),,,5.875,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),0.174672,V mgm-3,No data,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),0.116786,V mgm-3,4.525,V ugm-3 (FIDAS),2.759,V ugm-3 (Ref.eq),4.15,V ugm-3 (FIDAS),2.689,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2020-10-02,12:00:00,8.65,V ugm-3 (FIDAS),5.071,V ugm-3 (Ref.eq),11.594,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,4.9,V ugm-3 (TEOM FDMS),4.558,V ugm-3 (FIDAS),2.596,V ugm-3 (Ref.eq),,,6.425,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),0.224578,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS),0.154741,V mgm-3,5.95,V ugm-3 (FIDAS),3.656,V ugm-3 (Ref.eq),4.775,V ugm-3 (FIDAS),3.066,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-10-02,13:00:00,8.475,V ugm-3 (FIDAS),4.976,V ugm-3 (Ref.eq),7.73,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,6.8,V ugm-3 (TEOM FDMS),7.193,V ugm-3 (FIDAS),4.098,V ugm-3 (Ref.eq),,,7.775,V ugm-3 (FIDAS),4.976,V ugm-3 (Ref.eq),0.285574,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS),0.175177,V mgm-3,8.55,V ugm-3 (FIDAS),5.165,V ugm-3 (Ref.eq),8.325,V ugm-3 (FIDAS),5.731,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-10-02,14:00:00,8.975,V ugm-3 (FIDAS),5.519,V ugm-3 (Ref.eq),13.527,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,6,V ugm-3 (TEOM FDMS),6.904,V ugm-3 (FIDAS),4.029,V ugm-3 (Ref.eq),,,7.45,V ugm-3 (FIDAS),5.142,V ugm-3 (Ref.eq),0.321617,V mgm-3,No data,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS),0.178097,V mgm-3,6.9,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),6.775,V ugm-3 (FIDAS),4.741,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2020-10-02,15:00:00,8.325,V ugm-3 (FIDAS),4.67,V ugm-3 (Ref.eq),12.561,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,6,V ugm-3 (TEOM FDMS),8.926,V ugm-3 (FIDAS),4.834,V ugm-3 (Ref.eq),,,7.95,V ugm-3 (FIDAS),4.859,V ugm-3 (Ref.eq),0.313299,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS),0.183937,V mgm-3,7.325,V ugm-3 (FIDAS),4.646,V ugm-3 (Ref.eq),5.7,V ugm-3 (FIDAS),4.316,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-10-02,16:00:00,7.6,V ugm-3 (FIDAS),4.198,V ugm-3 (Ref.eq),8.696,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,5.2,V ugm-3 (TEOM FDMS),7.767,V ugm-3 (FIDAS),4.681,V ugm-3 (Ref.eq),,,6.9,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),0.310527,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS),0.207294,V mgm-3,5.375,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),7.675,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),3,V ugm-3 (BAM)
2020-10-02,17:00:00,7.475,V ugm-3 (FIDAS),4.552,V ugm-3 (Ref.eq),11.594,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,6.6,V ugm-3 (TEOM FDMS),5.884,V ugm-3 (FIDAS),3.521,V ugm-3 (Ref.eq),,,6.075,V ugm-3 (FIDAS),4.175,V ugm-3 (Ref.eq),0.224578,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),0.216052,V mgm-3,3.725,V ugm-3 (FIDAS),2.901,V ugm-3 (Ref.eq),5.475,V ugm-3 (FIDAS),3.986,V ugm-3 (Ref.eq),2,V ugm-3 (BAM)
2020-10-02,18:00:00,7.425,V ugm-3 (FIDAS),5.236,V ugm-3 (Ref.eq),14.493,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,6.5,V ugm-3 (TEOM FDMS),6.816,V ugm-3 (FIDAS),4.251,V ugm-3 (Ref.eq),,,6.875,V ugm-3 (FIDAS),5.047,V ugm-3 (Ref.eq),0.194079,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),0.221892,V mgm-3,4.925,V ugm-3 (FIDAS),3.986,V ugm-3 (Ref.eq),5.525,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-10-02,19:00:00,6.75,V ugm-3 (FIDAS),4.788,V ugm-3 (Ref.eq),10.628,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,9.4,V ugm-3 (TEOM FDMS),5.143,V ugm-3 (FIDAS),3.329,V ugm-3 (Ref.eq),,,6.525,V ugm-3 (FIDAS),5.071,V ugm-3 (Ref.eq),0.146945,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.3,V ugm-3 (TEOM FDMS),0.207294,V mgm-3,5.425,V ugm-3 (FIDAS),4.505,V ugm-3 (Ref.eq),6.5,V ugm-3 (FIDAS),5.259,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-10-02,20:00:00,8.825,V ugm-3 (FIDAS),6.274,V ugm-3 (Ref.eq),14.493,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),,,7.4,V ugm-3 (TEOM FDMS),6.068,V ugm-3 (FIDAS),4.756,V ugm-3 (Ref.eq),,,7.525,V ugm-3 (FIDAS),6.109,V ugm-3 (Ref.eq),0.144173,V mgm-3,No data,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS),0.201454,V mgm-3,7.95,V ugm-3 (FIDAS),6.392,V ugm-3 (Ref.eq),7.1,V ugm-3 (FIDAS),5.59,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2020-10-02,21:00:00,8.8,V ugm-3 (FIDAS),6.509,V ugm-3 (Ref.eq),12.561,V ugm-3 (Ref.eq),11,V ugm-3 (BAM),,,7.9,V ugm-3 (TEOM FDMS),7.458,V ugm-3 (FIDAS),5.773,V ugm-3 (Ref.eq),,,9.75,V ugm-3 (FIDAS),8.066,V ugm-3 (Ref.eq),0.10813,V mgm-3,No data,V ugm-3 (TEOM FDMS),8.5,V ugm-3 (TEOM FDMS),0.183937,V mgm-3,8.25,V ugm-3 (FIDAS),7.217,V ugm-3 (Ref.eq),9,V ugm-3 (FIDAS),7.217,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-10-02,22:00:00,8.475,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq),17.392,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),,,6.7,V ugm-3 (TEOM FDMS),8.393,V ugm-3 (FIDAS),6.679,V ugm-3 (Ref.eq),,,7.1,V ugm-3 (FIDAS),5.519,V ugm-3 (Ref.eq),0.085949,V mgm-3,No data,V ugm-3 (TEOM FDMS),9.1,V ugm-3 (TEOM FDMS),0.183937,V mgm-3,9.575,V ugm-3 (FIDAS),7.948,V ugm-3 (Ref.eq),8.4,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-10-02,23:00:00,8.025,V ugm-3 (FIDAS),5.778,V ugm-3 (Ref.eq),7.73,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,7.1,V ugm-3 (TEOM FDMS),6.08,V ugm-3 (FIDAS),4.68,V ugm-3 (Ref.eq),,,7.1,V ugm-3 (FIDAS),5.307,V ugm-3 (Ref.eq),0.058224,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),0.166419,V mgm-3,6.325,V ugm-3 (FIDAS),5.401,V ugm-3 (Ref.eq),6.8,V ugm-3 (FIDAS),5.259,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-10-02,24:00:00,7.325,V ugm-3 (FIDAS),5.165,V ugm-3 (Ref.eq),10.628,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,5,V ugm-3 (TEOM FDMS),7.184,V ugm-3 (FIDAS),5.422,V ugm-3 (Ref.eq),,,6.575,V ugm-3 (FIDAS),5.047,V ugm-3 (Ref.eq),0.055451,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS),0.154741,V mgm-3,8.325,V ugm-3 (FIDAS),6.462,V ugm-3 (Ref.eq),7.45,V ugm-3 (FIDAS),5.873,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-10-03,01:00:00,8.525,V ugm-3 (FIDAS),5.991,V ugm-3 (Ref.eq),10.628,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,9.3,V ugm-3 (TEOM FDMS),7.084,V ugm-3 (FIDAS),5.517,V ugm-3 (Ref.eq),,,8.2,V ugm-3 (FIDAS),6.533,V ugm-3 (Ref.eq),0.055451,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS),0.124614,V mgm-3,8.15,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),7.825,V ugm-3 (FIDAS),6.085,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-10-03,02:00:00,6.05,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),5.797,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,6.2,V ugm-3 (TEOM FDMS),6.121,V ugm-3 (FIDAS),4.565,V ugm-3 (Ref.eq),,,7.725,V ugm-3 (FIDAS),6.297,V ugm-3 (Ref.eq),0.055451,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),0.124614,V mgm-3,7.05,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),6.9,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-10-03,03:00:00,7.075,V ugm-3 (FIDAS),5.873,V ugm-3 (Ref.eq),7.73,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,10.4,V ugm-3 (TEOM FDMS),4.575,V ugm-3 (FIDAS),3.573,V ugm-3 (Ref.eq),,,6.6,V ugm-3 (FIDAS),5.825,V ugm-3 (Ref.eq),0.055451,V mgm-3,No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),0.13727,V mgm-3,6.525,V ugm-3 (FIDAS),5.825,V ugm-3 (Ref.eq),5.7,V ugm-3 (FIDAS),4.646,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
